time_open,time_close,side,entry,exit,units,pnl,equity_after,p_up,explored
2024-06-21 07:00:00+00:00,2024-06-21 08:00:00+00:00,-1,2363.08998,2365.45502,9.814845584655433,-23.212502401530354,9976.78749759847,0.3163965453533232,False
2024-06-21 08:00:00+00:00,2024-06-21 09:00:00+00:00,1,2365.45502,2363.96998,9.750273670429511,-14.479546411534898,9962.307951186936,0.7089574869813192,False
2024-06-21 09:00:00+00:00,2024-06-21 10:00:00+00:00,-1,2363.96998,2363.7200199999997,9.832373168434739,2.45769999718294,9964.76565118412,0.2779185710005958,False
2024-06-21 13:00:00+00:00,2024-06-21 14:00:00+00:00,-1,2340.62998,2329.97502,7.291177248187608,77.68720193235123,10042.45285311647,0.19669359224772645,False
2024-06-21 14:00:00+00:00,2024-06-21 15:00:00+00:00,-1,2329.97498,2327.9500199999998,6.969450023226205,14.112857519033474,10056.565710635505,0.013698181552120426,False
2024-06-24 07:00:00+00:00,2024-06-24 08:00:00+00:00,-1,2330.88998,2330.58002,8.921926870769846,2.765440452864236,10059.331151088369,0.23397575651155456,False
2024-06-24 13:00:00+00:00,2024-06-24 14:00:00+00:00,1,2328.15502,2330.7799800000003,8.999727583185923,23.62392491676063,10082.95507600513,0.6451123690118106,False
2024-06-25 08:00:00+00:00,2024-06-25 09:00:00+00:00,-1,2329.64998,2333.13502,10.575279749493497,-36.85527293817509,10046.099803066954,0.10656213762489031,False
2024-06-25 09:00:00+00:00,2024-06-25 10:00:00+00:00,-1,2333.1349800000003,2335.33502,10.53145374241685,-23.169619491463788,10022.93018357549,0.2238123901463578,False
2024-06-25 12:00:00+00:00,2024-06-25 13:00:00+00:00,1,2324.26502,2325.53998,9.816035857846362,12.515053077321681,10035.445236652813,0.722120275136434,False
2024-06-26 07:00:00+00:00,2024-06-26 08:00:00+00:00,1,2316.19502,2315.71498,9.168624199979627,-4.401306360957461,10031.043930291855,0.8975457353537938,False
2024-06-26 09:00:00+00:00,2024-06-26 10:00:00+00:00,1,2316.43002,2308.35498,9.547964851548564,-77.10019809484601,9953.943732197009,0.7147052461699137,False
2024-06-26 12:00:00+00:00,2024-06-26 13:00:00+00:00,1,2310.2000199999998,2296.42998,8.391123910998386,-115.54611189940321,9838.397620297606,0.6665803082148736,False
2024-06-26 13:00:00+00:00,2024-06-26 14:00:00+00:00,1,2296.43002,2297.64798,7.244690649978374,8.82374342405058,9847.221363721657,0.7508879712195166,False
2024-06-26 14:00:00+00:00,2024-06-26 15:00:00+00:00,-1,2297.64798,2300.08502,7.309245866340553,-17.812924546105098,9829.408439175551,0.29635172815308397,False
2024-06-27 07:00:00+00:00,2024-06-27 08:00:00+00:00,1,2302.39002,2307.68998,11.534196294494835,61.13077899297411,9890.539218168526,0.7037525051883808,False
2024-06-27 12:00:00+00:00,2024-06-27 13:00:00+00:00,1,2322.89502,2323.37998,10.239715535883448,4.965852446284375,9895.50507061481,0.8085369948973824,False
2024-06-27 13:00:00+00:00,2024-06-27 14:00:00+00:00,1,2323.38002,2329.0299800000003,10.156157455832597,57.38188337915789,9952.886953993968,0.9452714567153895,False
2024-06-27 14:00:00+00:00,2024-06-27 15:00:00+00:00,1,2329.03002,2327.57498,9.725476208555163,-14.150956902498837,9938.73599709147,0.9162721973405807,False
2024-06-28 07:00:00+00:00,2024-06-28 08:00:00+00:00,1,2327.27002,2328.78498,11.594495639061346,17.56519711335207,9956.301194204822,0.8406720027526833,False
2024-06-28 09:00:00+00:00,2024-06-28 10:00:00+00:00,1,2330.43002,2335.89998,11.611341333016588,63.51357263795155,10019.814766842774,0.8964727131754606,False
2024-06-28 14:00:00+00:00,2024-06-28 15:00:00+00:00,-1,2326.56998,2328.71002,8.755956749992036,-18.738097683250956,10001.076669159524,0.34379763243414807,False
2024-07-01 07:00:00+00:00,2024-07-01 08:00:00+00:00,1,2323.80502,2325.92998,10.37101096874889,22.037983468153687,10023.114652627677,0.9172888323106073,False
2024-07-01 08:00:00+00:00,2024-07-01 09:00:00+00:00,1,2325.93002,2327.5299800000003,10.465436649653036,16.744280021983734,10039.85893264966,0.8192731600183008,False
2024-07-01 09:00:00+00:00,2024-07-01 10:00:00+00:00,1,2327.53002,2332.74498,10.607708826874351,55.318777223794456,10095.177709873455,0.8654864151863968,False
2024-07-01 13:00:00+00:00,2024-07-01 14:00:00+00:00,-1,2327.29498,2324.15502,9.0653808267881,28.464933180881324,10123.642643054336,0.10337965584682379,False
2024-07-01 14:00:00+00:00,2024-07-01 15:00:00+00:00,-1,2324.1549800000003,2327.86002,8.102730993420156,-30.020942439860008,10093.621700614476,0.08122915159003162,False
2024-07-02 07:00:00+00:00,2024-07-02 08:00:00+00:00,1,2330.88502,2331.28498,11.028606622439717,4.411001504708091,10098.032702119184,0.9545660100446935,False
2024-07-02 08:00:00+00:00,2024-07-02 09:00:00+00:00,1,2331.28502,2325.02498,11.122157829346886,-69.62515289802093,10028.407549221163,0.971970920750818,False
2024-07-02 09:00:00+00:00,2024-07-02 10:00:00+00:00,1,2325.02502,2324.54498,10.508838859129085,-5.044663005935456,10023.362886215227,0.955619584656683,False
2024-07-03 08:00:00+00:00,2024-07-03 09:00:00+00:00,-1,2344.68498,2346.35502,10.323277467475357,-17.240286301782255,10006.122599913446,0.10789767260595728,False
2024-07-03 09:00:00+00:00,2024-07-03 10:00:00+00:00,1,2346.35502,2347.0299800000003,10.382625855854533,7.007857147670513,10013.130457061116,0.7119183973184765,False
2024-07-03 12:00:00+00:00,2024-07-03 13:00:00+00:00,-1,2350.53998,2355.56502,9.503240093675958,-47.75416160032534,9965.37629546079,0.30002592614648943,False
2024-07-03 13:00:00+00:00,2024-07-03 14:00:00+00:00,1,2355.56502,2362.55998,8.757741970301502,61.260054772580126,10026.63635023337,0.826993034007433,False
2024-07-03 14:00:00+00:00,2024-07-03 15:00:00+00:00,1,2362.56002,2363.13998,8.416341631251443,4.8811414924608245,10031.51749172583,0.9401582568338797,False
2024-07-04 08:00:00+00:00,2024-07-04 09:00:00+00:00,1,2358.9500199999998,2357.84998,11.185764802950043,-12.304788713835018,10019.212703011995,0.674993576846311,False
2024-07-05 07:00:00+00:00,2024-07-05 08:00:00+00:00,1,2365.33002,2366.5499800000002,14.498191239393067,17.687213384415124,10036.89991639641,0.8381671284355807,False
2024-07-05 08:00:00+00:00,2024-07-05 09:00:00+00:00,1,2366.55002,2362.5099800000003,14.526888009303383,-58.689208633104045,9978.210707763306,0.8756800845258524,False
2024-07-05 09:00:00+00:00,2024-07-05 10:00:00+00:00,1,2362.51002,2365.09998,14.031310917048048,36.34053402271484,10014.551241786021,0.7296031611715261,False
2024-07-05 12:00:00+00:00,2024-07-05 13:00:00+00:00,-1,2372.18998,2383.23002,9.467795975715505,-104.5248462837369,9910.026395502284,0.171170571243346,False
2024-07-05 14:00:00+00:00,2024-07-05 15:00:00+00:00,-1,2380.76498,2384.78002,7.943955317098946,-31.89529835636675,9878.131097145917,0.06891081725047317,False
2024-07-08 08:00:00+00:00,2024-07-08 09:00:00+00:00,1,2372.87002,2370.23998,8.956759032806463,-23.556634526642384,9854.574462619275,0.669293430501679,False
2024-07-08 09:00:00+00:00,2024-07-08 10:00:00+00:00,-1,2370.23998,2374.21502,8.931274681627409,-35.50217411045856,9819.072288508816,0.22180996570989464,False
2024-07-08 12:00:00+00:00,2024-07-08 13:00:00+00:00,1,2372.8650199999997,2375.5499800000002,9.046332603080984,24.289041185972852,9843.36132969479,0.7720339521133461,False
2024-07-09 07:00:00+00:00,2024-07-09 08:00:00+00:00,1,2359.0950199999997,2361.67998,10.123917329726076,26.16992134065011,9869.53125103544,0.948118361881747,False
2024-07-09 08:00:00+00:00,2024-07-09 09:00:00+00:00,1,2361.68002,2364.31998,10.320892307171935,27.246742855246044,9896.777993890686,0.7729120061055397,False
2024-07-09 09:00:00+00:00,2024-07-09 10:00:00+00:00,1,2364.32002,2363.18498,10.509740451555771,-11.928975802135096,9884.849018088551,0.7297754039213492,False
2024-07-09 12:00:00+00:00,2024-07-09 13:00:00+00:00,1,2360.25002,2367.76998,10.446224034384723,78.55518688961261,9963.404204978164,0.7319262801079768,False
2024-07-09 13:00:00+00:00,2024-07-09 14:00:00+00:00,-1,2367.76998,2355.04002,9.898788940196328,126.01118725714282,10089.415392235307,0.22336991531821865,False
2024-07-09 14:00:00+00:00,2024-07-09 15:00:00+00:00,1,2355.04002,2362.1349800000003,8.520510276846862,60.45267959382044,10149.868071829127,0.984464825624919,False
2024-07-10 08:00:00+00:00,2024-07-10 09:00:00+00:00,1,2372.88002,2371.95498,11.671028352002281,-10.796168066737135,10139.07190376239,0.7003645682512388,False
2024-07-10 13:00:00+00:00,2024-07-10 14:00:00+00:00,-1,2383.31498,2374.92502,10.655102318698313,89.39588224978581,10228.467786012176,0.356208367855271,False
2024-07-10 14:00:00+00:00,2024-07-10 15:00:00+00:00,1,2374.92502,2378.79498,9.799793090530375,37.924807268628854,10266.392593280805,0.8813176561108443,False
2024-07-11 07:00:00+00:00,2024-07-11 08:00:00+00:00,1,2380.00002,2381.46498,13.155138124989191,19.27175114758741,10285.664344428393,0.7139386710439202,False
2024-07-11 08:00:00+00:00,2024-07-11 09:00:00+00:00,1,2381.46502,2384.11498,13.040672900836148,34.55726156029633,10320.221605988689,0.6929004709266295,False
2024-07-11 09:00:00+00:00,2024-07-11 10:00:00+00:00,1,2384.1150199999997,2382.37998,13.243685642697256,-22.978324337499775,10297.243281651188,0.6768909298852641,False
2024-07-11 12:00:00+00:00,2024-07-11 13:00:00+00:00,-1,2406.38998,2406.73002,8.795029078374927,-2.990661687811002,10294.252619963378,0.00018557555445863525,False
2024-07-11 13:00:00+00:00,2024-07-11 14:00:00+00:00,1,2406.73002,2417.78998,7.717478024056638,85.35499824694581,10379.607618210324,0.9452524353066712,False
2024-07-11 14:00:00+00:00,2024-07-11 15:00:00+00:00,1,2417.79002,2417.4249800000002,7.243435045349534,-2.6441435289520814,10376.963474681372,0.9919476583284007,False
2024-07-12 08:00:00+00:00,2024-07-12 09:00:00+00:00,-1,2407.51498,2405.03502,9.512475674992148,23.59055917495466,10400.554033856326,0.35290009509637144,False
2024-07-12 09:00:00+00:00,2024-07-12 10:00:00+00:00,1,2405.03502,2400.24998,9.576665425686487,-45.82472712852451,10354.7293067278,0.679847930166748,False
2024-07-12 12:00:00+00:00,2024-07-12 13:00:00+00:00,1,2397.98002,2403.65998,8.760571106822168,49.75969346390509,10404.489000191707,0.8939674663377933,False
2024-07-15 07:00:00+00:00,2024-07-15 08:00:00+00:00,-1,2407.99498,2412.08502,10.543054313454132,-43.12151386420041,10361.367486327506,0.26588852479465774,False
2024-07-15 08:00:00+00:00,2024-07-15 09:00:00+00:00,-1,2412.08498,2410.81002,10.468185201641779,13.346517404687212,10374.714003732193,0.25638538362901114,False
2024-07-15 09:00:00+00:00,2024-07-15 10:00:00+00:00,-1,2410.80998,2414.88502,10.491357242546963,-42.752700417670376,10331.961303314523,0.23263941295057108,False
2024-07-15 12:00:00+00:00,2024-07-15 13:00:00+00:00,1,2414.89002,2419.19498,9.978805819188084,42.95835989937584,10374.9196632139,0.7055148769861946,False
2024-07-15 13:00:00+00:00,2024-07-15 14:00:00+00:00,-1,2419.19498,2431.64502,9.670314813016326,-120.39580623464305,10254.523856979256,0.5744722362643018,True
2024-07-15 14:00:00+00:00,2024-07-15 15:00:00+00:00,-1,2431.64498,2433.33502,8.583133585174606,-14.505839084288093,10240.018017894969,0.2690364446005084,False
2024-07-16 07:00:00+00:00,2024-07-16 08:00:00+00:00,1,2437.06002,2436.66998,9.857357940109054,-3.8447638909578847,10236.17325400401,0.7908539901052707,False
2024-07-16 09:00:00+00:00,2024-07-16 10:00:00+00:00,1,2442.54502,2440.19498,9.490737056355554,-22.303611711915984,10213.869642292095,0.6714563210362928,False
2024-07-16 12:00:00+00:00,2024-07-16 13:00:00+00:00,1,2432.69002,2442.7999800000002,8.700102036230776,87.95768358221368,10301.827325874308,0.9764109076071037,False
2024-07-16 13:00:00+00:00,2024-07-16 14:00:00+00:00,1,2442.80002,2452.12998,7.729161936424076,72.11277170035939,10373.940097574668,0.7348786175353058,False
2024-07-17 07:00:00+00:00,2024-07-17 08:00:00+00:00,-1,2474.24498,2475.04502,7.112836997340977,-5.690554111353251,10368.249543463315,0.057057838100786684,False
2024-07-17 08:00:00+00:00,2024-07-17 09:00:00+00:00,1,2475.04502,2475.16998,7.105275038282024,0.8878751687844392,10369.137418632099,0.7571646680664534,False
2024-07-17 09:00:00+00:00,2024-07-17 10:00:00+00:00,1,2475.17002,2467.97498,7.224791932596401,-51.98266694670886,10317.15475168539,0.9123307246105867,False
2024-07-17 12:00:00+00:00,2024-07-17 13:00:00+00:00,1,2473.46002,2482.99498,7.149534144403012,68.17052208551662,10385.325273770906,0.9471677721716433,False
2024-07-17 13:00:00+00:00,2024-07-17 14:00:00+00:00,1,2482.99502,2463.74998,6.8606007516767065,-132.03253589004683,10253.29273788086,0.9049938243745107,False
2024-07-17 14:00:00+00:00,2024-07-17 15:00:00+00:00,1,2463.75002,2463.59498,5.931676021060565,-0.9196470503058178,10252.373090830553,0.9974523302942039,False
2024-07-18 07:00:00+00:00,2024-07-18 08:00:00+00:00,-1,2471.97498,2466.06002,8.37671673263727,49.54794440488069,10301.921035235435,0.29939627658891393,False
2024-07-18 12:00:00+00:00,2024-07-18 13:00:00+00:00,1,2464.04002,2465.14498,8.798389663389154,9.721868642459528,10311.642903877895,0.9565334438195043,False
2024-07-18 13:00:00+00:00,2024-07-18 14:00:00+00:00,1,2465.14502,2468.47998,8.515718898108492,28.399581896437066,10340.042485774333,0.9435812065203992,False
